Gene id	MeanTPM (G45A-OE)	MeanTPM (CON)	log2FoldChange	pValue	qValue	result
TFPT	22.447096	28.42629933	-0.34069748	0.000173066	0.000611302	-
TFR2	0.337819667	0.095135333	1.828200155	0.006379549	0.016341637	-
TFRC	10.306809	8.454100333	0.285874602	0.296924015	0.429838667	-
TG	4.592620667	3.277303667	0.486808272	0.000468272	0.001521086	-
TGDS	27.72593833	16.25419567	0.77042412	4.04E-15	5.07E-14	-
TGFA	8.472531333	13.91637133	-0.715918108	1.79E-18	3.08E-17	-
TGFB1	121.4613263	145.2509817	-0.258050886	9.64E-07	4.76E-06	-
TGFB1I1	31.62744867	24.52146567	0.367131968	0.025946221	0.056748974	-
TGFB2	0.445161	0.587390333	-0.399992318	0.126676312	0.219087339	-
TGFB3	0.531525667	0.312248333	0.767445488	0.396848222	0.53753689	-
TGFBI	54.445081	62.461699	-0.198170102	5.04E-05	0.000195616	-
TGFBR1	2.31357	1.75471	0.398888133	0.176609881	0.285704401	-
TGFBR2	104.154279	139.1763407	-0.418191869	3.66E-10	2.77E-09	-
TGFBR3	17.60910767	8.451951667	1.058965381	5.22E-25	1.54E-23	up
TGFBR3L	0.796611667	0.616798667	0.369076962	0.443266338	0.581901707	-
TGFBRAP1	5.562405	7.421320333	-0.415967089	2.63E-06	1.22E-05	-
TGIF1	230.4808043	170.580831	0.434191067	1.25E-06	6.08E-06	-
TGIF2	6.001612333	3.879103	0.629627049	0.0094147	0.023150602	-
TGIF2LX	0.0001	0.0001	0	1	1	-
TGM1	0.367874667	0.193364	0.927895107	0.154239542	0.257231508	-
TGM2	7.963040333	4.339293333	0.87585925	5.32E-09	3.51E-08	-
TGM3	0.405237333	0.387428	0.064838868	0.936447127	0.963678308	-
TGM5	0.033419667	0.175225333	-2.39044212	0.015476405	0.035987463	-
TGM6	0.0001	0.0001	0	1	1	-
TGM7	0.015895667	0.016255667	-0.0323092	0.978933369	0.987938759	-
TGOLN2	18.244158	12.42485767	0.554205244	9.73E-08	5.50E-07	-
TGS1	12.42501233	11.15236567	0.155897513	0.547612436	0.675160485	-
TH	1.342882333	2.282756333	-0.765443973	0.00510513	0.013363056	-
THADA	5.129985333	5.304964	-0.04838826	0.165808678	0.272491021	-
THAP1	6.525052667	5.139681333	0.344310633	0.033686237	0.071074213	-
THAP11	31.162721	35.41901667	-0.18470295	0.007922221	0.01984726	-
THAP12	15.00636067	15.33705367	-0.031447222	0.162519967	0.268394661	-
THAP2	2.058163333	2.117089333	-0.04072467	0.415550242	0.555469678	-
THAP3	51.91908533	42.904147	0.275147866	0.05781357	0.113201516	-
THAP4	32.74141767	32.40580667	0.014864443	0.386251827	0.526367664	-
THAP5	18.028939	8.159209333	1.143813237	7.97E-13	7.99E-12	up
THAP6	3.993884333	3.705433333	0.108150283	0.925999671	0.956916598	-
THAP7	31.670903	39.87931067	-0.33248247	2.14E-05	8.80E-05	-
THAP8	1.014079667	0.382731333	1.405767075	0.486453973	0.622079366	-
THAP9	1.939944333	1.275197333	0.605294737	0.000130606	0.000471474	-
THBD	0.389841667	8.413942667	-4.431821787	2.52E-111	1.92E-108	down
THBS1	99.05786867	168.1046247	-0.763015929	6.27E-23	1.54E-21	-
THBS2	2.193311333	2.340778	-0.093877503	0.196247168	0.310830823	-
THBS3	60.42882933	69.03415567	-0.19207334	8.70E-05	0.000324099	-
THBS4	0.0001	0.0001	0	1	1	-
THEG	0.058499667	0.0001	9.192284594	0.305560295	1	-
THEGL	0.078199	0.020425667	1.936766992	0.252944996	0.379716719	-
THEM5	0.0001	0.0001	0	1	1	-
THEM6	3.935764	3.906007333	0.010949057	0.61380426	0.731469611	-
THEMIS	0.0001	0.0001	0	1	1	-
THEMIS2	2.832225667	2.191806667	0.369815674	0.189591876	0.302428673	-
THG1L	9.709244	8.573926	0.179403001	0.491262399	0.626376835	-
THNSL1	2.970014	2.414646667	0.298657636	0.280889819	0.412270622	-
THNSL2	2.502714667	4.226868667	-0.756095468	5.64E-09	3.71E-08	-
THOC1	13.60694867	15.08121933	-0.148409495	0.018147058	0.041386384	-
THOC2	5.003332667	4.775776333	0.067154107	0.779332564	0.860774943	-
THOC3	18.76976367	23.97781633	-0.353289793	5.30E-06	2.37E-05	-
THOC5	16.46225367	28.11971833	-0.772420291	5.07E-19	9.29E-18	-
THOC6	85.21641033	52.37051267	0.702376553	4.04E-14	4.59E-13	-
THOC7	36.51374433	50.88752867	-0.47887251	2.29E-05	9.39E-05	-
THOP1	9.019581667	26.91447	-1.577249589	1.15E-42	1.13E-40	down
THPO	6.344762333	2.852801667	1.153186673	1.11E-11	9.96E-11	up
THRA	8.829495667	5.735616667	0.622382428	4.24E-07	2.20E-06	-
THRAP3	32.194765	35.211833	-0.129234211	0.003656173	0.009884627	-
THRB	0.050747333	0.332099	-2.71020946	3.31E-07	1.75E-06	-
THRSP	0.0001	0.023180333	-7.856757502	0.629730267	1	-
THSD1	1.586605667	1.984442333	-0.322790032	0.029464387	0.063430741	-
THSD4	5.090713667	2.911537333	0.806086804	2.14E-10	1.66E-09	-
THSD7A	0.063272333	0.008936	2.823873709	0.001732057	0.005015929	-
THSD7B	0.016242333	0.005725	1.504411303	0.485323615	0.620884133	-
THTPA	3.620549667	5.285096667	-0.545721118	1.04E-05	4.49E-05	-
THUMPD1	15.732972	12.78113567	0.299775193	0.042137053	0.08630071	-
THUMPD2	3.164291333	4.804712	-0.602567523	0.000428781	0.001407457	-
THUMPD3	17.66571867	19.580461	-0.148462291	0.05580462	0.109886296	-
THY1	0.468131	0.311466667	0.587834531	0.351062448	0.489773797	-
THYN1	44.81330867	77.12638333	-0.783297213	2.21E-26	7.20E-25	-
TIA1	9.005606667	5.434058	0.728793503	6.39E-15	7.85E-14	-
TIAF1	48.77026867	57.73007733	-0.243321238	2.99E-05	0.000120666	-
TIAL1	25.25595967	26.664376	-0.078289705	0.539470233	0.668821306	-
TIAM1	0.136483333	0.180051	-0.399680825	0.296548694	0.429425971	-
TIAM2	0.139697667	0.216712667	-0.633475556	0.076401332	0.143776506	-
TICAM1	39.5546	19.85401033	0.994415034	2.13E-20	4.28E-19	-
TICAM2	1.323887333	1.401564333	-0.082257617	0.508368514	0.640974674	-
TICRR	3.594021	2.420812333	0.570107596	0.000179966	0.000634028	-
TIE1	0.615777333	0.299136667	1.041604003	3.03E-05	0.000122358	-
TIFA	7.056413	2.483993	1.506273894	9.03E-51	1.27E-48	up
TIFAB	0.0001	0.0001	0	1	1	-
TIGAR	8.576892333	10.902524	-0.346135251	0.000343694	0.001144544	-
TIGD2	7.301841333	6.611674667	0.143244583	0.711618951	0.810050636	-
TIGD3	4.461418	4.920717333	-0.141366321	0.169835521	0.277287137	-
TIGD4	3.206105667	1.251362667	1.357322006	1.12E-06	5.47E-06	-
TIGD5	9.264762	11.42131733	-0.30190324	3.94E-05	0.000156188	-
TIGIT	0.011272667	0.046463667	-2.043274168	0.127664205	0.220476151	-
TIMD4	0.0001	0.0001	0	1	1	-
TIMM10	20.76828567	36.79643233	-0.825183761	5.11E-11	4.26E-10	-
TIMM10B	14.307827	17.50867067	-0.291264973	0.006808142	0.017325266	-
TIMM13	59.01695867	139.039968	-1.236298174	2.32E-33	1.32E-31	down
TIMM17A	85.80839033	116.2373073	-0.437882562	8.69E-10	6.30E-09	-
TIMM17B	86.279742	118.431244	-0.456955969	3.36E-10	2.56E-09	-
TIMM21	13.141262	12.85907367	0.031317111	0.612796627	0.730726292	-
TIMM22	16.29227367	22.36964	-0.457354086	0.00034776	0.001156872	-
TIMM29	24.35614	21.46488967	0.182306754	0.442052358	0.580879241	-
TIMM44	16.53644767	42.19321333	-1.351361614	2.70E-35	1.78E-33	down
TIMM50	39.755066	74.575424	-0.90756156	8.85E-26	2.77E-24	-
TIMM8A	20.564059	29.16936967	-0.504329154	7.46E-07	3.75E-06	-
TIMM8B	97.19110867	198.979172	-1.033721183	8.85E-44	9.26E-42	down
TIMM9	35.27890867	46.48017233	-0.397809485	2.34E-07	1.26E-06	-
TIMMDC1	2.891962	4.636383667	-0.680951361	4.87E-08	2.86E-07	-
TIMP1	128.2359977	129.998408	-0.019692652	0.180654511	0.290951741	-
TIMP2	592.1614173	200.8023933	1.560214029	2.37E-60	5.19E-58	up
TIMP3	129.504504	76.87544767	0.752407462	5.14E-19	9.42E-18	-
TIMP4	6.019274667	4.358130667	0.465880198	0.002894062	0.007991944	-
TINAG	13.31900067	13.26958267	0.005362842	0.472543766	0.609863081	-
TINAGL1	752.3740437	668.6666467	0.170162921	0.11559967	0.203198792	-
TINF2	11.487128	6.899973	0.73535552	3.00E-07	1.59E-06	-
TIPARP	48.46210733	42.105437	0.202850603	0.150792141	0.252736497	-
TIPIN	2.536878	3.214680333	-0.341621143	0.00709351	0.017984146	-
TIPRL	12.90170967	10.96858233	0.234185184	0.426786753	0.566716835	-
TIRAP	4.366584667	5.814708667	-0.413201597	0.013755495	0.032389391	-
TJAP1	7.606890667	7.809573333	-0.037936861	0.660811124	0.771169133	-
TJP1	21.33405467	21.46384767	-0.008750536	0.231685871	0.354416874	-
TJP2	51.44727833	65.31883233	-0.344404243	3.94E-09	2.65E-08	-
TJP3	17.942608	20.83440067	-0.215577995	0.000342895	0.001142484	-
TK1	30.94840633	78.9223	-1.35056788	2.36E-37	1.77E-35	down
TK2	9.169707333	14.76090833	-0.686833909	9.36E-10	6.76E-09	-
TKFC	34.61189	47.14543533	-0.445850372	7.22E-10	5.28E-09	-
TKT	273.4977213	391.6336873	-0.517976054	4.86E-19	8.93E-18	-
TKTL1	0.070444333	0.119388667	-0.761110327	0.392963451	0.533718108	-
TKTL2	0.771366	1.541219667	-0.998585039	0.000780303	0.002430149	-
TLCD1	8.480027333	10.433524	-0.299085701	0.008113231	0.020264448	-
TLCD2	4.329280667	4.309987667	0.006443592	0.763054601	0.848397056	-
TLDC1	6.545856	5.590841	0.227516549	0.051781329	0.102929991	-
TLDC2	0.234928667	0.097740667	1.265191916	0.064967618	0.125231252	-
TLE2	14.41373667	14.61296933	-0.019804968	0.225241413	0.346811651	-
TLE3	10.59664933	7.744671333	0.452332235	0.005108163	0.013369157	-
TLE4	5.277419	2.993945	0.817784812	1.11E-07	6.24E-07	-
TLE6	2.397194	2.988426333	-0.318039312	0.032287334	0.068516098	-
TLK1	11.70932633	10.52519067	0.153811708	0.567705815	0.692177824	-
TLK2	15.97920633	11.241046	0.507419466	0.000108072	0.000395605	-
TLL1	0.0001	0.0001	0	1	1	-
TLL2	2.239300667	2.006611667	0.158286806	0.684981009	0.790544745	-
TLN1	78.17305	64.58975867	0.275365897	0.036846328	0.076761502	-
TLN2	1.239622667	2.977011333	-1.263963674	6.87E-16	9.16E-15	-
TLR1	1.004151333	0.962266667	0.061468052	0.90569665	0.9445505	-
TLR10	0.0001	0.013374333	-7.063323169	0.469847128	1	-
TLR2	0.060804	0.071693667	-0.237679444	0.561889374	0.687287253	-
TLR3	8.116968333	10.89818033	-0.425074378	4.34E-06	1.97E-05	-
TLR4	0.006405667	0.0001	6.001276821	0.625741597	1	-
TLR5	0.0001	0.004373	-5.450551443	0.629730267	1	-
TLR6	1.105494	0.633610333	0.803023426	0.003502965	0.009510618	-
TLR7	0.012037667	0.01792	-0.574014864	0.665343499	0.774924159	-
TLR8	0.0001	0.0001	0	1	1	-
TLR9	0.005414333	0.051277	-3.243456244	0.058282883	0.11394974	-
TLX1	0.008323667	0.0001	6.379147286	0.625741597	1	-
TLX2	0.160314667	0.014231333	3.49376368	0.000313398	0.001051379	-
TLX3	32.998041	29.04184367	0.184247335	0.513401936	0.645214202	-
TM2D1	19.21882567	22.45932467	-0.224794362	0.000488495	0.001580841	-
TM2D2	16.89996533	18.12933967	-0.101306091	0.020962522	0.046971349	-
TM2D3	13.70873967	10.47891467	0.387606641	0.050897745	0.101470315	-
TM4SF1	46.61699333	103.1330183	-1.145578427	7.19E-69	2.10E-66	down
TM4SF18	0.0001	0.012695	-6.988116585	0.629730267	1	-
TM4SF19	0.426277	0.0001	12.0575755	1.38E-07	7.63E-07	-
TM4SF20	0.747733	0.228796333	1.708459274	0.001485675	0.00436215	-
TM4SF4	154.1655173	202.994415	-0.396959926	8.17E-12	7.42E-11	-
TM4SF5	0.058522333	0.035399333	0.725265101	0.791779571	0.869377257	-
TM6SF1	2.199352667	2.657230667	-0.27284451	0.701932995	0.802977663	-
TM6SF2	1.157815	0.948293333	0.287999454	0.819220161	0.888301716	-
TM7SF2	17.17453467	11.77785367	0.544194357	0.000805687	0.002498981	-
TM7SF3	12.469013	9.153222333	0.445995642	0.00088118	0.00271456	-
TM9SF1	38.14282633	39.57166567	-0.053056044	0.042635258	0.087189745	-
TM9SF2	133.8838753	119.4552333	0.164512157	0.289826184	0.422228793	-
TM9SF3	70.11895733	64.87475333	0.112147395	0.847435448	0.90657683	-
TM9SF4	44.57683933	39.88803467	0.160338286	0.236145272	0.359515736	-
TMA16	33.45592567	38.333047	-0.196326917	0.001552018	0.00453874	-
TMBIM1	103.576228	88.04940533	0.234307759	0.053271798	0.105474171	-
TMBIM4	40.57446033	41.34612	-0.027180044	0.08132011	0.151643571	-
TMBIM6	329.6488953	240.6359557	0.454078022	1.54E-07	8.45E-07	-
TMC1	0.046751667	0.023181667	1.012033503	0.517565978	0.648874952	-
TMC2	0.021770667	0.010341333	1.073963379	0.687999262	0.792898707	-
TMC3	0.090851333	0.032462	1.4847558	0.247931037	0.373925456	-
TMC4	2.416989333	1.54317	0.647314104	0.038693847	0.080162971	-
TMC5	0.08128	0.042958333	0.91996238	0.469496027	0.607164677	-
TMC6	17.63631	16.560806	0.090775852	0.910649895	0.947587643	-
TMC7	1.125122333	0.729875667	0.624359244	0.176020651	0.285201999	-
TMC8	3.446748667	3.714267667	-0.107841683	0.003686931	0.009963193	-
TMCC1	6.417760333	4.479438	0.518752174	0.004613078	0.012209391	-
TMCC2	1.856913	2.485767	-0.42078485	0.013303496	0.031476947	-
TMCC3	3.767285333	3.866534333	-0.037515717	0.636455858	0.74996528	-
TMCO1	74.81584433	99.668063	-0.413787457	2.25E-08	1.38E-07	-
TMCO2	0.200113667	0.266726333	-0.414540567	0.563634278	0.688801905	-
TMCO3	36.61271533	43.70089333	-0.255317998	1.39E-07	7.70E-07	-
TMCO4	13.07630533	20.39336533	-0.6411449	2.07E-15	2.65E-14	-
TMCO5A	0.0001	0.0001	0	1	1	-
TMCO6	31.166213	34.56287767	-0.149240476	0.020934254	0.046919054	-
TMED1	8.233883	7.121737	0.20934379	0.453763486	0.592088563	-
TMED10	157.6840057	133.8087847	0.236863498	0.048529987	0.097259245	-
TMED2	294.8511757	283.551514	0.056376087	0.583200048	0.705421167	-
TMED3	76.981626	79.651207	-0.04918208	0.064188132	0.12395466	-
TMED4	55.926267	67.864189	-0.279124449	1.22E-06	5.93E-06	-
TMED5	19.67538067	36.61691333	-0.896118634	1.07E-08	6.83E-08	-
TMED6	0.216870333	0.266768667	-0.298756511	0.646494333	0.75864741	-
TMED7	115.6937637	84.50354267	0.453227369	4.68E-05	0.000182725	-
TMED8	6.577501333	5.230954667	0.330465369	0.033581438	0.07086726	-
TMED9	181.887553	137.9289853	0.399121153	1.38E-05	5.81E-05	-
TMEFF1	0.361563667	0.992405	-1.456679295	0.000472561	0.001533709	-
TMEFF2	0.032607333	0.056374667	-0.789850537	0.505129174	0.638574936	-
TMEM100	0.0001	0.0001	0	1	1	-
TMEM101	47.958959	26.87953767	0.83529202	1.53E-16	2.18E-15	-
TMEM102	7.858532667	8.073952333	-0.03901511	0.204592053	0.321107979	-
TMEM104	4.564858	6.503799333	-0.510712763	1.91E-06	9.04E-06	-
TMEM106A	19.01025333	11.93683267	0.671357677	2.31E-07	1.24E-06	-
TMEM106B	22.69514433	15.65270633	0.535971544	5.97E-06	2.65E-05	-
TMEM106C	37.846373	52.751391	-0.47905409	6.39E-11	5.27E-10	-
TMEM107	15.74657533	13.69312267	0.201586611	0.448857494	0.587434646	-
TMEM108	0.0001	0.0001	0	1	1	-
TMEM109	26.19713733	30.17388267	-0.203891178	0.004434433	0.011785736	-
TMEM11	134.719503	154.363973	-0.19637736	0.001983075	0.005676367	-
TMEM114	0.0001	0.0001	0	1	1	-
TMEM115	17.91932867	27.64853667	-0.625686537	5.18E-13	5.30E-12	-
TMEM116	0.101841	0.044733667	1.186885569	0.788591399	0.867182478	-
TMEM117	0.290799333	0.049957333	2.541255587	0.012232577	0.029266857	-
TMEM119	1.083789667	0.059584	4.185016009	8.06E-11	6.58E-10	-
TMEM120A	24.84262533	38.64267967	-0.637377497	9.00E-11	7.29E-10	-
TMEM120B	6.296028667	6.023965667	0.063728562	0.875121055	0.92534226	-
TMEM121	0.887421333	1.185328333	-0.417595597	0.016708841	0.038505181	-
TMEM123	35.572011	32.77879567	0.117979688	0.82662854	0.893614411	-
TMEM125	23.44989433	26.830113	-0.194271709	0.008367835	0.02083476	-
TMEM126A	31.91363467	47.85482033	-0.584491325	5.33E-11	4.44E-10	-
TMEM126B	29.286787	33.47830567	-0.192976589	0.005356218	0.013939788	-
TMEM127	10.70420467	5.792958333	0.885805413	0.002164148	0.006151196	-
TMEM128	54.668789	50.48448067	0.114877458	0.872668957	0.923850517	-
TMEM129	100.7470423	74.04225167	0.444316812	2.78E-08	1.69E-07	-
TMEM130	0.028352667	0.010962	1.370973392	0.745360698	0.836060158	-
TMEM131	19.956354	18.08227033	0.142272338	0.626315922	0.741789196	-
TMEM131L	3.428841333	3.056020333	0.166067004	0.634137749	0.748113545	-
TMEM132A	30.30233967	27.08092633	0.162152101	0.475409988	0.6126069	-
TMEM132B	0.0001	0.001532667	-3.93797206	0.709036939	1	-
TMEM132C	0.0001	0.0001	0	1	1	-
TMEM132D	0.0001	0.0001	0	1	1	-
TMEM132E	0.0001	0.0001	0	1	1	-
TMEM134	39.40451433	32.03696	0.298623664	0.039380188	0.081328185	-
TMEM135	19.98344533	13.29583767	0.587830666	3.94E-07	2.05E-06	-
TMEM136	0.215265667	0.266153667	-0.306141203	0.779069122	0.860533902	-
TMEM138	8.810633	7.745288	0.185926788	0.456990996	0.594994774	-
TMEM139	10.48264033	11.58801467	-0.144631272	0.04222997	0.086463103	-
TMEM140	2.515681333	0.517132667	2.282342838	1.45E-12	1.42E-11	-
TMEM141	16.90568267	18.685715	-0.144427494	0.090673114	0.165623521	-
TMEM143	3.641518667	4.162604333	-0.192946192	0.126981442	0.219456306	-
TMEM144	4.794926667	6.526697667	-0.444844461	0.001214541	0.003641328	-
TMEM145	0.188180667	0.115526	0.703900838	0.446239306	0.584755968	-
TMEM147	202.9352673	262.9428813	-0.373729832	3.89E-11	3.28E-10	-
TMEM14A	79.87373367	73.44133767	0.121128817	0.768161001	0.852492109	-
TMEM150A	7.093795667	10.873456	-0.616180877	3.48E-07	1.83E-06	-
TMEM150B	5.201823	1.803782333	1.527992055	5.27E-08	3.08E-07	up
TMEM150C	4.280917333	3.745125	0.192906105	0.685072897	0.790564571	-
TMEM151A	23.51068733	20.479707	0.199121642	0.287285262	0.419522437	-
TMEM151B	1.771532	0.818374333	1.114164722	2.10E-08	1.29E-07	-
TMEM154	3.022257667	3.689032667	-0.2876159	0.040881496	0.0839641	-
TMEM155	0.012204333	0.008127667	0.586480349	0.932350696	1	-
TMEM156	0.174426	0.059384	1.554468926	0.225409998	0.346969052	-
TMEM158	1.345211667	5.861689667	-2.123483394	1.31E-19	2.51E-18	down
TMEM159	28.44636967	22.745741	0.322648112	0.108073488	0.192191511	-
TMEM160	76.697446	105.3907447	-0.458497734	4.29E-08	2.53E-07	-
TMEM161A	16.230067	17.99554267	-0.148970653	0.021315499	0.047684322	-
TMEM161B	14.65561	16.34954067	-0.157797087	0.354266506	0.493123433	-
TMEM163	0.411642	0.157852	1.382817649	0.154610756	0.257662033	-
TMEM164	2.656887	2.624626333	0.017624828	0.7162216	0.813489955	-
TMEM165	31.105696	30.797497	0.014365684	0.175139109	0.284184889	-
TMEM167A	6.018029	8.576377	-0.511077266	2.77E-09	1.89E-08	-
TMEM167B	32.63874433	30.65362767	0.090527737	0.92490037	0.956455617	-
TMEM168	3.610374	6.167403667	-0.772514982	2.13E-14	2.47E-13	-
TMEM169	1.326048333	1.095883333	0.275039143	0.51177818	0.64379514	-
TMEM17	16.09728067	14.30245467	0.170554221	0.585621157	0.707379929	-
TMEM170A	10.388823	4.444837333	1.224829686	0.000130745	0.000471798	up
TMEM170B	1.955755	1.676626333	0.222164459	0.357861587	0.496819729	-
TMEM171	0.018301333	0.240864667	-3.718202111	0.016655954	0.038397249	-
TMEM173	2.903991	3.890368333	-0.421869771	0.033497345	0.070721159	-
TMEM174	0.0001	0.0001	0	1	1	-
TMEM175	25.64077167	24.863488	0.04441098	0.48109379	0.61748742	-
TMEM176A	36.41593067	21.72225767	0.745395661	5.87E-08	3.42E-07	-
TMEM176B	75.61235533	60.786972	0.31485984	0.010838151	0.026277442	-
TMEM177	9.840946	22.01196567	-1.161419071	3.67E-34	2.22E-32	down
TMEM178A	1.923579667	5.456088667	-1.504073508	2.40E-16	3.34E-15	down
TMEM178B	0.0001	0.0001	0	1	1	-
TMEM179	0.0001	0.0001	0	1	1	-
TMEM179B	12.34474467	9.718674333	0.345065554	0.242899077	0.368031834	-
TMEM18	41.39192333	30.48050767	0.441462355	1.28E-05	5.45E-05	-
TMEM181	7.06196	8.899900333	-0.33372053	8.89E-05	0.000330645	-
TMEM182	0.083717667	0.096040333	-0.198108309	0.704508923	0.804844998	-
TMEM183A	73.49394733	74.39846267	-0.01764737	0.418937331	0.558945893	-
TMEM184A	25.75105867	20.43781533	0.333390755	0.004140447	0.011077079	-
TMEM184B	37.432575	24.94517633	0.585533428	6.97E-08	4.02E-07	-
TMEM184C	35.66827	33.85267767	0.075371291	0.801389744	0.876340195	-
TMEM185A	6.790521333	8.348641667	-0.298019149	0.001350675	0.004005313	-
TMEM185B	5.885201	7.317429667	-0.314245285	2.95E-05	0.000119301	-
TMEM186	8.295353333	9.636599	-0.21622064	0.033094657	0.069995199	-
TMEM187	6.452105	4.166178	0.631045437	0.006135965	0.015779262	-
TMEM189	100.4092303	129.251597	-0.364290208	1.17E-09	8.35E-09	-
TMEM19	10.50028467	13.419421	-0.353893985	1.01E-05	4.37E-05	-
TMEM190	1.496209333	0.437349667	1.774452936	4.71E-06	2.13E-05	-
TMEM191C	0.134217667	0.052473667	1.354909073	0.146530401	0.246745062	-
TMEM192	3.694410333	3.983788	-0.108796762	0.055172918	0.108796901	-
TMEM196	0.0001	0.0001	0	1	1	-
TMEM198	1.576106	0.673867667	1.225827356	0.00088933	0.002736123	-
TMEM199	28.081151	25.93331633	0.114795362	0.901254905	0.942137795	-
TMEM2	0.666356667	0.912906	-0.454171732	0.061534117	0.119488818	-
TMEM200A	0.997153667	0.928085	0.103558906	0.969083245	0.981614494	-
TMEM200B	9.638229667	8.297355667	0.21611655	0.36147643	0.500451221	-
TMEM200C	0.0001	0.0001	0	1	1	-
TMEM201	4.946994667	6.371876667	-0.365165998	0.00125184	0.003740193	-
TMEM202	0.308899333	0.014916333	4.37217191	0.018529278	0.04213413	-
TMEM203	16.947091	33.022107	-0.962394522	1.13E-19	2.19E-18	-
TMEM204	0.504766667	0.454441333	0.151522582	0.999951134	0.999951134	-
TMEM205	99.18422967	82.86911533	0.259276229	0.085126854	0.157533509	-
TMEM206	19.10419533	7.264829667	1.394888615	2.08E-32	1.10E-30	up
TMEM207	0.486227333	0.256651667	0.921819368	0.114326394	0.201388386	-
TMEM208	42.21361433	55.365077	-0.391267887	4.15E-07	2.16E-06	-
TMEM209	7.131780333	8.414965667	-0.238695118	0.020585631	0.046230236	-
TMEM210	0.130156	0.075261333	0.790261066	0.539763988	0.66901515	-
TMEM211	0.099449667	0.0001	9.957822725	0.047307023	0.095259619	-
TMEM212	0.041085333	0.063203333	-0.621377176	0.728042336	0.822612812	-
TMEM213	0.0001	0.0001	0	1	1	-
TMEM214	38.06297467	46.97152067	-0.303397986	0.000542487	0.00173813	-
TMEM215	0.003256	0.0001	5.025028794	0.625741597	1	-
TMEM216	4.386713333	3.248139667	0.433526763	0.266311893	0.395201285	-
TMEM217	0.0001	0.0001	0	1	1	-
TMEM218	0.744596333	1.909553333	-1.358704798	0.077004099	0.144753409	-
TMEM219	23.171023	35.57752867	-0.618644559	8.17E-10	5.93E-09	-
TMEM220	1.137442	0.867536333	0.390796896	0.286391401	0.418570357	-
TMEM221	0.071124333	0.027076667	1.393293081	0.319576735	0.455210772	-
TMEM222	31.13100833	36.47547167	-0.228574327	0.000919598	0.002821949	-
TMEM223	250.271586	311.774424	-0.317008076	5.55E-07	2.83E-06	-
TMEM225	0.0001	0.0001	0	1	1	-
TMEM225B	3.062071	4.195402	-0.45430132	0.470647927	0.608323711	-
TMEM229A	0.003434667	0.001320333	1.379267892	0.956251798	1	-
TMEM229B	0.485757	0.600055	-0.304859956	0.212517924	0.331118825	-
TMEM230	76.11748	92.408386	-0.279795982	3.39E-06	1.56E-05	-
TMEM231	10.91334133	12.34540433	-0.177881209	0.058134737	0.1137185	-
TMEM232	0.045809667	0.040112333	0.191606175	0.618486191	0.735391633	-
TMEM233	0.0001	0.007269	-6.183685	0.532625648	1	-
TMEM234	2.914819667	2.617229333	0.155366285	0.844787015	0.904670961	-
TMEM235	0.452726667	0.095927	2.238631443	0.032612763	0.069129615	-
TMEM236	0.037726	0.008916667	2.080982752	0.236075354	0.359438039	-
TMEM237	27.567076	33.783787	-0.293384805	6.16E-05	0.000235342	-
TMEM238	0.119081	0.0001	10.21772753	0.006259615	0.016069018	-
TMEM239	0.061205	0.0001	9.257505705	0.413217384	1	-
TMEM240	12.63177367	18.77817967	-0.57199999	1.77E-06	8.46E-06	-
TMEM241	14.929594	13.73074433	0.120765098	0.369218592	0.508507047	-
TMEM242	12.64596567	9.449208667	0.420411788	0.06502372	0.125301328	-
TMEM243	49.10681167	47.301187	0.054046769	0.717723572	0.814758361	-
TMEM244	0.258882667	1.814066667	-2.808857197	1.99E-11	1.73E-10	-
TMEM245	7.655812	6.57574	0.219402146	0.160314214	0.265417808	-
TMEM246	1.511479333	2.103878667	-0.477090252	0.001835108	0.005289411	-
TMEM247	0.053505667	0.005954	3.167760566	0.364614942	0.503807013	-
TMEM248	40.282224	28.56481	0.495904404	3.04E-08	1.83E-07	-
TMEM249	2.099305667	2.206636333	-0.071936641	0.60115296	0.720815534	-
TMEM25	3.553096667	3.403567	0.06202943	0.646732769	0.758819545	-
TMEM250	18.167219	19.33893233	-0.090170557	0.07018101	0.13385954	-
TMEM251	19.011504	16.87868633	0.171670045	0.628631371	0.743784072	-
TMEM252	0.0001	0.0001	0	1	1	-
TMEM253	0.047354667	0.004647667	3.3489281	0.062933819	0.121866251	-
TMEM254	5.916367333	7.945481333	-0.425422991	0.000716749	0.002246923	-
TMEM255A	0.355574667	0.806052333	-1.180720968	0.137116417	0.233746283	-
TMEM255B	18.13465067	22.239083	-0.294348347	0.001171046	0.003523688	-
TMEM257	0.023235	0.0001	7.860155835	0.603105337	1	-
TMEM258	219.2026213	283.7049763	-0.372126406	1.05E-07	5.89E-07	-
TMEM259	83.77391533	86.684677	-0.049275893	0.034848816	0.07322511	-
TMEM26	0.052218	0.007772	2.748189396	0.403000536	0.543357076	-
TMEM260	2.430773	1.267582	0.939336094	0.000487911	0.001579219	-
TMEM261	11.72539933	13.56383267	-0.210127834	0.096610765	0.175049821	-
TMEM262	1.782045	0.404605333	2.138946526	0.005807621	0.014993634	-
TMEM263	33.29583	27.003945	0.302171319	0.0536756	0.106152212	-
TMEM265	9.339057333	12.59600033	-0.431616861	0.000739424	0.002313053	-
TMEM266	0.364408	0.271409333	0.425084298	0.294638502	0.427561124	-
